Id,Price
310,156584.047316814
3704,175650.75092377074
11615,265551.558327071
6605,175650.75092377074
3381,156584.047316814
2143,143503.45682139834
3191,213706.86191669045
13980,120500.60940914131
15613,161727.65694598263
10943,297692.6951986489
9654,203115.8184100119
16053,470562.2625687838
14931,221360.06745814352
8299,275115.25035703887
2147,183706.8421441653
11567,423352.92233577144
5905,140056.32051126726
11160,111570.91034345371
8275,143503.45682139834
16398,265551.558327071
11229,203557.16670996376
10309,161727.65694598263
7340,258521.7754816236
7653,183706.8421441653
272,203557.16670996376
9831,237171.42469871373
5016,156584.047316814
5968,75014.7570223701
796,264295.3655975339
12123,120500.60940914131
16629,161727.65694598263
2637,161727.65694598263
6194,183706.8421441653
6216,406198.7452018197
14346,183706.8421441653
6428,149652.00131908536
2891,282840.9654355351
84,161727.65694598263
9260,203557.16670996376
15250,161727.65694598263
2348,149652.00131908536
10427,279986.0189889588
13230,175650.75092377074
1691,183706.8421441653
8803,120500.60940914131
5464,197924.46771328157
10559,120500.60940914131
16787,324747.5705443315
4278,161727.65694598263
6183,185395.21481696225
12775,183706.8421441653
10104,183706.8421441653
13663,203557.16670996376
9404,302684.59408080886
14724,203115.8184100119
10040,183266.98150696163
4646,202835.07117069565
4754,161727.65694598263
3310,221360.06745814352
2003,185395.21481696225
7312,174340.72645434382
10921,205957.83705230712
13419,256714.90013525917
10105,161727.65694598263
2196,423352.92233577144
12659,218490.55828495603
4380,205957.83705230712
10847,156584.047316814
10805,256714.90013525917
8709,108137.42572219993
8319,183266.98150696163
2215,185395.21481696225
7000,198041.97849984746
7701,108137.42572219993
9678,213706.86191669045
14026,183266.98150696163
7971,183706.8421441653
13734,143503.45682139834
16483,205957.83705230712
6150,202835.07117069565
2931,256714.90013525917
5418,178179.6026852313
1662,463424.1164701921
2441,202835.07117069565
669,161727.65694598263
7734,161727.65694598263
6010,183266.98150696163
266,140056.32051126726
632,140056.32051126726
16221,106240.31215895065
11832,183706.8421441653
5035,140056.32051126726
37,120500.60940914131
6168,185395.21481696225
11757,185395.21481696225
8086,183706.8421441653
6529,237171.42469871373
15121,189972.52124006
13904,143503.45682139834
3711,183706.8421441653
16563,125505.36092950871
14494,175482.26477153235
3006,205957.83705230712
15299,120500.60940914131
92,334194.7657392979
8066,156584.047316814
16071,206734.91245703478
10662,161727.65694598263
3883,279986.0189889588
5511,125505.36092950871
2821,324747.5705443315
9570,147842.19966310175
4326,256714.90013525917
9251,233512.3969231843
9031,205957.83705230712
12689,183706.8421441653
16380,302684.59408080886
1053,237171.42469871373
4568,185395.21481696225
16140,120500.60940914131
14356,358790.8245636766
8466,183266.98150696163
15652,149652.00131908536
3285,120500.60940914131
3198,161727.65694598263
14088,358790.8245636766
2268,125505.36092950871
15472,218490.55828495603
1203,292888.7554470294
7157,334194.7657392979
6886,161727.65694598263
5083,237171.42469871373
7467,120500.60940914131
14068,203557.16670996376
2080,185395.21481696225
10865,157163.59898345944
13516,183706.8421441653
14150,205957.83705230712
7609,108137.42572219993
2144,380373.63050079544
10357,205957.83705230712
2396,202835.07117069565
1526,380373.63050079544
10890,237171.42469871373
8638,470562.2625687838
6050,275115.25035703887
7639,120500.60940914131
10544,203115.8184100119
9577,256714.90013525917
13195,221360.06745814352
3484,237171.42469871373
16668,470562.2625687838
7171,183266.98150696163
8547,213706.86191669045
12735,237171.42469871373
9093,185395.21481696225
15323,203557.16670996376
14897,161727.65694598263
5135,183706.8421441653
5327,256714.90013525917
13133,213706.86191669045
1676,302684.59408080886
16296,279986.0189889588
1095,156584.047316814
12528,161727.65694598263
7348,237171.42469871373
11663,183706.8421441653
1803,205957.83705230712
1510,237171.42469871373
16045,183266.98150696163
2900,161727.65694598263
3236,185395.21481696225
1318,302684.59408080886
14948,203557.16670996376
7840,334194.7657392979
15325,175482.26477153235
8700,168746.05872948057
15706,185395.21481696225
14449,161727.65694598263
16117,200133.62546136597
4529,183706.8421441653
11199,185395.21481696225
4052,395067.9331677707
821,185395.21481696225
68,213706.86191669045
554,120500.60940914131
452,183706.8421441653
11394,237171.42469871373
11393,156584.047316814
9535,157163.59898345944
4024,183706.8421441653
10069,237171.42469871373
12007,183706.8421441653
12368,380373.63050079544
1259,358790.8245636766
1124,275115.25035703887
3707,185395.21481696225
8767,161727.65694598263
1919,161727.65694598263
16741,183706.8421441653
6664,279986.0189889588
5688,380373.63050079544
7799,161727.65694598263
14843,256714.90013525917
7532,156584.047316814
8133,157163.59898345944
6264,334194.7657392979
4125,175496.56885906874
2410,185395.21481696225
13607,221360.06745814352
1716,279986.0189889588
1370,143503.45682139834
2273,334194.7657392979
15298,334194.7657392979
4284,205957.83705230712
12303,164650.1856497266
7808,147842.19966310175
2203,140056.32051126726
7237,120500.60940914131
15864,156584.047316814
2844,144581.21644210996
5729,161727.65694598263
11812,302684.59408080886
1779,183706.8421441653
6442,156584.047316814
6160,205957.83705230712
8266,205957.83705230712
9903,161727.65694598263
2867,140056.32051126726
6998,183266.98150696163
13932,164650.1856497266
12587,174747.19375068118
3611,185594.0559807998
2646,256714.90013525917
1890,183706.8421441653
860,237171.42469871373
14187,203557.16670996376
12569,256714.90013525917
1276,86124.8955687838
12025,183706.8421441653
4890,334194.7657392979
14410,302684.59408080886
10352,256714.90013525917
11407,205957.83705230712
10384,183706.8421441653
7622,302684.59408080886
12578,164650.1856497266
15820,161727.65694598263
563,206734.91245703478
15226,161727.65694598263
6396,221360.06745814352
6247,143503.45682139834
3339,161727.65694598263
10975,302684.59408080886
7475,108137.42572219993
11129,161727.65694598263
3051,256714.90013525917
10232,237171.42469871373
14106,183266.98150696163
5502,205957.83705230712
4558,70657.75569550059
4181,156584.047316814
8426,120500.60940914131
6611,185395.21481696225
14641,164650.1856497266
15539,258521.7754816236
13119,156584.047316814
11716,149652.00131908536
7316,234178.29672757836
7791,120500.60940914131
13034,334194.7657392979
1068,278491.3890996365
4060,185395.21481696225
10172,205957.83705230712
2591,205957.83705230712
12494,334194.7657392979
7828,256714.90013525917
15284,161727.65694598263
7947,161727.65694598263
16335,205957.83705230712
10234,324747.5705443315
2797,275115.25035703887
5341,256714.90013525917
3059,256714.90013525917
1559,75014.7570223701
15320,279986.0189889588
10284,380373.63050079544
4134,164650.1856497266
4481,233512.3969231843
7222,178179.6026852313
4062,183706.8421441653
2192,221360.06745814352
9637,178179.6026852313
16236,175496.56885906874
4272,161727.65694598263
9406,256714.90013525917
14309,237171.42469871373
1946,324747.5705443315
16235,237171.42469871373
7146,161727.65694598263
16784,256714.90013525917
349,334194.7657392979
6251,183706.8421441653
5128,380373.63050079544
11718,156584.047316814
16721,86124.8955687838
12517,203557.16670996376
15961,185395.21481696225
9428,161727.65694598263
14541,161727.65694598263
10168,111570.91034345371
11270,161727.65694598263
13210,279986.0189889588
11518,164650.1856497266
12612,183266.98150696163
16352,108137.42572219993
9935,156584.047316814
15521,183266.98150696163
11482,185395.21481696225
11443,161727.65694598263
9459,256714.90013525917
9218,161727.65694598263
854,120500.60940914131
5619,183706.8421441653
9208,161727.65694598263
4391,156584.047316814
15207,183706.8421441653
7183,183266.98150696163
16442,221360.06745814352
7936,75014.7570223701
10606,380373.63050079544
4979,161727.65694598263
4854,237171.42469871373
16476,120500.60940914131
10516,161727.65694598263
16261,275115.25035703887
90,477938.2831711553
5433,183706.8421441653
14338,140056.32051126726
13487,219481.83983495765
8211,470562.2625687838
170,156584.047316814
14051,120500.60940914131
10686,198041.97849984746
7595,213706.86191669045
6777,470562.2625687838
14661,183266.98150696163
13991,334194.7657392979
16795,185395.21481696225
2740,120500.60940914131
7368,256714.90013525917
2413,237171.42469871373
1852,470562.2625687838
15200,470562.2625687838
8467,334194.7657392979
16379,255687.30925592646
3375,175482.26477153235
5945,470562.2625687838
2641,200133.62546136597
2837,324747.5705443315
3498,256714.90013525917
10876,183706.8421441653
1285,185395.21481696225
9285,202835.07117069565
4015,292888.7554470294
2526,183706.8421441653
7814,183706.8421441653
7117,234700.4334580457
12359,125176.96634084528
3303,292888.7554470294
13874,185395.21481696225
5484,183706.8421441653
15067,183706.8421441653
12639,205957.83705230712
3388,237171.42469871373
4256,183706.8421441653
15738,183706.8421441653
14049,185395.21481696225
15780,185395.21481696225
9564,183706.8421441653
11910,185395.21481696225
11315,219481.83983495765
1733,175496.56885906874
3910,364940.0928453371
7552,449695.00927812426
254,183706.8421441653
5222,213706.86191669045
8314,205957.83705230712
16743,157163.59898345944
10335,120500.60940914131
8226,324747.5705443315
12254,183706.8421441653
13152,237171.42469871373
15020,205957.83705230712
16349,203557.16670996376
11924,161727.65694598263
12543,183706.8421441653
14114,205957.83705230712
12318,275115.25035703887
15383,185395.21481696225
6679,189972.52124006
635,161727.65694598263
15993,256714.90013525917
11375,183706.8421441653
11216,175482.26477153235
15401,203557.16670996376
11301,156584.047316814
13804,302684.59408080886
10839,185395.21481696225
1588,334194.7657392979
3596,185395.21481696225
5816,185395.21481696225
8099,143503.45682139834
6551,185395.21481696225
14075,470562.2625687838
13431,185395.21481696225
9481,302684.59408080886
5295,183706.8421441653
15859,334194.7657392979
10634,292888.7554470294
444,183706.8421441653
11686,279986.0189889588
1213,202835.07117069565
13970,183706.8421441653
6849,470562.2625687838
9911,203115.8184100119
5649,156584.047316814
7184,237171.42469871373
5877,275115.25035703887
1655,282840.9654355351
15301,205957.83705230712
12389,264295.3655975339
5241,275115.25035703887
7048,161727.65694598263
10574,135229.8023818166
8593,156584.047316814
4752,183706.8421441653
14663,183706.8421441653
10994,221360.06745814352
87,75323.19036099556
5132,120500.60940914131
6372,380373.63050079544
7411,279986.0189889588
3319,234178.29672757836
9355,120500.60940914131
5139,256714.90013525917
56,279986.0189889588
3249,161727.65694598263
5047,70657.75569550059
13238,264295.3655975339
2190,260746.1578910424
15599,183266.98150696163
6542,156584.047316814
1968,213585.30273850085
5630,202835.07117069565
9157,363043.2511218472
789,183706.8421441653
1413,275115.25035703887
12514,256714.90013525917
13459,143503.45682139834
1345,203557.16670996376
4034,205957.83705230712
15169,161727.65694598263
6770,221360.06745814352
3334,161727.65694598263
12998,161727.65694598263
15870,237171.42469871373
1871,157163.59898345944
5770,161727.65694598263
13196,106240.31215895065
7633,183706.8421441653
10699,185395.21481696225
15470,185395.21481696225
1903,470562.2625687838
13860,156584.047316814
7649,200133.62546136597
11043,234700.4334580457
2922,183706.8421441653
7538,302684.59408080886
9477,120500.60940914131
117,470562.2625687838
1457,249166.16098281517
7082,183706.8421441653
3053,279986.0189889588
12522,120500.60940914131
5744,380373.63050079544
13566,337491.5225997603
1464,120500.60940914131
3852,175496.56885906874
9557,234178.29672757836
14719,380373.63050079544
13978,183706.8421441653
3286,161727.65694598263
13019,380373.63050079544
1421,147842.19966310175
13502,183706.8421441653
14811,125505.36092950871
9297,255687.30925592646
7749,423352.92233577144
16555,143503.45682139834
14576,203115.8184100119
12766,120500.60940914131
4679,234700.4334580457
10033,161727.65694598263
11231,234700.4334580457
15112,161727.65694598263
10617,183266.98150696163
2175,183706.8421441653
16502,470562.2625687838
10106,183706.8421441653
12561,161727.65694598263
15907,213706.86191669045
8069,120500.60940914131
8316,120500.60940914131
12343,237171.42469871373
12092,161727.65694598263
1527,161727.65694598263
10010,292888.7554470294
655,120500.60940914131
10549,147842.19966310175
3248,120500.60940914131
13499,279986.0189889588
14959,206734.91245703478
6070,161727.65694598263
11360,278491.3890996365
12102,202835.07117069565
11870,324747.5705443315
3713,70657.75569550059
3230,147842.19966310175
7742,237171.42469871373
15092,334194.7657392979
8728,302684.59408080886
3386,156584.047316814
9409,147842.19966310175
16545,256714.90013525917
3127,183706.8421441653
11344,183706.8421441653
2112,255687.30925592646
7310,205957.83705230712
6313,233512.3969231843
3681,380373.63050079544
5114,380373.63050079544
270,161727.65694598263
14350,183266.98150696163
12223,324747.5705443315
1066,205957.83705230712
16116,395186.2840192939
11410,449695.00927812426
4088,183706.8421441653
5956,183706.8421441653
14669,161727.65694598263
13871,120500.60940914131
4126,237171.42469871373
12114,205957.83705230712
16607,161727.65694598263
4266,205957.83705230712
13518,185395.21481696225
11856,292888.7554470294
3885,202835.07117069565
8891,120500.60940914131
4964,161727.65694598263
7696,168746.05872948057
6894,161727.65694598263
9766,161727.65694598263
4800,161727.65694598263
2840,203115.8184100119
4743,183266.98150696163
13562,470562.2625687838
8301,206734.91245703478
5405,149652.00131908536
1535,185395.21481696225
9073,120500.60940914131
1698,334194.7657392979
12262,233512.3969231843
6794,156584.047316814
12701,149652.00131908536
8432,175482.26477153235
13540,120500.60940914131
8629,183706.8421441653
1440,185395.21481696225
8596,185395.21481696225
9575,275115.25035703887
14976,120500.60940914131
3149,185395.21481696225
5157,202835.07117069565
10748,183266.98150696163
9719,334194.7657392979
6376,183706.8421441653
9733,183706.8421441653
4749,240880.4104214757
4994,334194.7657392979
538,183706.8421441653
5512,156584.047316814
9778,183706.8421441653
9761,165329.1186184699
3174,470562.2625687838
13429,237171.42469871373
10467,75014.7570223701
14129,183706.8421441653
13608,219481.83983495765
11106,156584.047316814
12048,183706.8421441653
1054,197924.46771328157
3582,234700.4334580457
1566,161727.65694598263
11529,156584.047316814
11859,161727.65694598263
10582,143503.45682139834
14907,470562.2625687838
14039,183706.8421441653
10489,183266.98150696163
3331,334194.7657392979
10153,233512.3969231843
5271,175496.56885906874
11871,380373.63050079544
776,156584.047316814
3994,156584.047316814
9433,70657.75569550059
14275,140056.32051126726
8030,256714.90013525917
8169,256714.90013525917
8053,183706.8421441653
4822,237171.42469871373
13197,237171.42469871373
13634,183706.8421441653
8951,205957.83705230712
12176,279986.0189889588
15471,161727.65694598263
14962,112025.69962138902
12512,120500.60940914131
8697,423352.92233577144
7095,237171.42469871373
13639,213706.86191669045
16660,185395.21481696225
5848,143503.45682139834
5386,183706.8421441653
10880,337491.5225997603
3954,183706.8421441653
13426,302684.59408080886
5966,185395.21481696225
16315,278491.3890996365
7455,156584.047316814
11071,237171.42469871373
14740,205957.83705230712
16087,183706.8421441653
8931,240880.4104214757
15289,175482.26477153235
16089,256714.90013525917
12128,183266.98150696163
4724,237171.42469871373
8585,185395.21481696225
7188,183706.8421441653
5423,175650.75092377074
10488,175650.75092377074
5980,237171.42469871373
8376,202835.07117069565
12397,140056.32051126726
16496,203115.8184100119
4891,237171.42469871373
9710,164650.1856497266
6339,175496.56885906874
244,168746.05872948057
5002,233512.3969231843
5358,183266.98150696163
7636,156584.047316814
9361,334194.7657392979
3601,183706.8421441653
15755,147842.19966310175
172,183266.98150696163
3037,256714.90013525917
577,302684.59408080886
3607,185395.21481696225
2515,112025.69962138902
10413,161727.65694598263
10511,237171.42469871373
4637,363043.2511218472
12736,278491.3890996365
9534,249166.16098281517
11641,278491.3890996365
10419,275115.25035703887
15313,174340.72645434382
14915,205957.83705230712
12409,334194.7657392979
9405,120500.60940914131
14066,205957.83705230712
14108,161727.65694598263
11931,197924.46771328157
11464,337491.5225997603
926,161727.65694598263
11190,221360.06745814352
10260,183266.98150696163
12712,203557.16670996376
1234,218490.55828495603
11608,120500.60940914131
3776,237171.42469871373
4881,206734.91245703478
10266,168746.05872948057
3262,256714.90013525917
3576,380373.63050079544
16604,470562.2625687838
8041,174340.72645434382
10691,264295.3655975339
8357,183706.8421441653
11661,161727.65694598263
4453,237171.42469871373
15936,221360.06745814352
8463,256714.90013525917
15770,185594.0559807998
466,183706.8421441653
14965,75014.7570223701
11227,161727.65694598263
9894,254021.08856412728
11746,205957.83705230712
4118,143503.45682139834
756,324747.5705443315
15589,156584.047316814
109,292888.7554470294
5778,203557.16670996376
1731,86124.8955687838
3450,175496.56885906874
2961,203115.8184100119
222,183706.8421441653
11454,423352.92233577144
7339,183266.98150696163
12096,120500.60940914131
14074,203557.16670996376
4058,470562.2625687838
6603,302684.59408080886
3289,120500.60940914131
16681,202835.07117069565
8200,278491.3890996365
3343,363043.2511218472
7802,183706.8421441653
2082,449695.00927812426
217,279986.0189889588
1720,185395.21481696225
7224,237171.42469871373
6176,156584.047316814
12571,256714.90013525917
16666,302684.59408080886
8908,275115.25035703887
6914,185395.21481696225
5428,183266.98150696163
381,156584.047316814
3991,149652.00131908536
16365,302684.59408080886
1046,203557.16670996376
391,161727.65694598263
9212,337491.5225997603
3022,183706.8421441653
9961,112025.69962138902
6764,234700.4334580457
7720,161727.65694598263
4809,206734.91245703478
8877,324747.5705443315
7817,185395.21481696225
10614,120500.60940914131
5553,278491.3890996365
16488,120500.60940914131
11002,185395.21481696225
13592,275115.25035703887
15050,237171.42469871373
13553,249166.16098281517
9041,221360.06745814352
5461,380373.63050079544
16274,423352.92233577144
2138,120500.60940914131
6245,164650.1856497266
8245,185395.21481696225
6491,221360.06745814352
13218,189972.52124006
13101,112025.69962138902
10462,143503.45682139834
4079,205957.83705230712
1506,470562.2625687838
14107,120500.60940914131
12215,256714.90013525917
11576,302684.59408080886
10567,213706.86191669045
12713,175650.75092377074
1468,364940.0928453371
2549,249166.16098281517
4172,183706.8421441653
12380,183706.8421441653
3513,120500.60940914131
8165,264295.3655975339
1127,205957.83705230712
14601,380373.63050079544
15526,302684.59408080886
986,256714.90013525917
14968,221360.06745814352
9348,203115.8184100119
6317,302684.59408080886
7497,75014.7570223701
5079,380373.63050079544
528,161727.65694598263
10964,161727.65694598263
5812,324747.5705443315
11022,213706.86191669045
16251,149652.00131908536
5863,120500.60940914131
8664,237171.42469871373
5396,175496.56885906874
6917,237171.42469871373
12776,120500.60940914131
473,237171.42469871373
13333,203557.16670996376
13023,200133.62546136597
7357,221360.06745814352
10955,380373.63050079544
11914,449695.00927812426
12535,175650.75092377074
11205,161727.65694598263
13209,185395.21481696225
16119,275115.25035703887
2174,183266.98150696163
4834,205957.83705230712
10151,156584.047316814
5584,234178.29672757836
6672,205957.83705230712
12858,324747.5705443315
5106,183706.8421441653
8884,185395.21481696225
13766,185395.21481696225
12556,120500.60940914131
12910,203557.16670996376
6258,120500.60940914131
7100,183706.8421441653
1793,161727.65694598263
3335,156584.047316814
12835,183266.98150696163
10591,161727.65694598263
15707,234700.4334580457
16389,161727.65694598263
7440,406198.7452018197
6293,185395.21481696225
3937,206734.91245703478
16527,183706.8421441653
5102,234178.29672757836
10734,380373.63050079544
7986,183706.8421441653
6495,86124.8955687838
9571,205957.83705230712
5131,183706.8421441653
10761,372125.60003491846
143,380373.63050079544
13829,183706.8421441653
13662,202835.07117069565
1771,161727.65694598263
5448,185395.21481696225
8594,183706.8421441653
12038,256714.90013525917
16471,161727.65694598263
16764,143503.45682139834
1282,185395.21481696225
15101,258521.7754816236
9473,156584.047316814
2324,380373.63050079544
14448,202835.07117069565
6000,70657.75569550059
2077,140056.32051126726
12960,213706.86191669045
15837,205957.83705230712
8805,237171.42469871373
9987,237171.42469871373
1580,256714.90013525917
11089,120500.60940914131
10926,221360.06745814352
12773,449695.00927812426
6490,278491.3890996365
10858,120500.60940914131
2831,161727.65694598263
16326,161727.65694598263
371,278491.3890996365
8852,237171.42469871373
6713,278491.3890996365
4230,183706.8421441653
3639,221360.06745814352
3642,185395.21481696225
5149,206734.91245703478
2861,205957.83705230712
13300,86124.8955687838
2807,470562.2625687838
5919,108137.42572219993
12716,470562.2625687838
4271,213706.86191669045
16055,264295.3655975339
3747,213585.30273850085
5857,265551.558327071
6884,380373.63050079544
16027,302684.59408080886
3512,292888.7554470294
5181,183266.98150696163
16732,256714.90013525917
1908,183266.98150696163
12082,175496.56885906874
7286,149652.00131908536
8216,164650.1856497266
6929,334194.7657392979
3950,364940.0928453371
12479,161727.65694598263
877,120500.60940914131
1366,205957.83705230712
384,149652.00131908536
5767,205957.83705230712
6910,149652.00131908536
187,185395.21481696225
10164,197924.46771328157
8603,279986.0189889588
15834,135229.8023818166
3078,120500.60940914131
3479,279986.0189889588
6671,237171.42469871373
6078,183706.8421441653
16271,100744.63774870746
16191,175496.56885906874
11544,164650.1856497266
7781,175496.56885906874
14918,334194.7657392979
6238,183706.8421441653
12989,205957.83705230712
11907,149652.00131908536
9696,157163.59898345944
14084,302684.59408080886
3895,161727.65694598263
4367,185395.21481696225
8453,70657.75569550059
7638,358790.8245636766
8373,202835.07117069565
4674,183706.8421441653
15787,161727.65694598263
5903,237171.42469871373
13679,205957.83705230712
9018,380373.63050079544
15823,237171.42469871373
13289,143503.45682139834
9896,183706.8421441653
14436,205957.83705230712
5547,183706.8421441653
4048,449695.00927812426
16579,237171.42469871373
8550,205957.83705230712
9385,302684.59408080886
5242,168746.05872948057
31,183706.8421441653
6144,302684.59408080886
3990,175650.75092377074
2523,86124.8955687838
12608,258521.7754816236
7234,183266.98150696163
15264,205957.83705230712
9623,147842.19966310175
3161,334194.7657392979
7425,120500.60940914131
13021,278491.3890996365
4044,161727.65694598263
15411,240880.4104214757
979,256714.90013525917
5514,240880.4104214757
4817,183706.8421441653
2115,178179.6026852313
10571,302684.59408080886
8992,240880.4104214757
15546,149652.00131908536
11359,156584.047316814
11972,183266.98150696163
12838,164650.1856497266
5948,120500.60940914131
422,237171.42469871373
4855,183706.8421441653
16197,120500.60940914131
8926,380373.63050079544
5703,174747.19375068118
8848,205957.83705230712
7039,334194.7657392979
3806,157163.59898345944
15154,237171.42469871373
13132,200133.62546136597
7438,206734.91245703478
4398,292888.7554470294
2440,185395.21481696225
3751,161727.65694598263
1476,183706.8421441653
2264,265551.558327071
16444,161727.65694598263
10704,203557.16670996376
4033,140056.32051126726
4508,120500.60940914131
16290,256714.90013525917
10387,206734.91245703478
5457,147842.19966310175
4910,275115.25035703887
7451,185395.21481696225
10732,120500.60940914131
8015,165329.1186184699
6148,183706.8421441653
5892,233512.3969231843
7825,205957.83705230712
6851,205957.83705230712
6633,205957.83705230712
2139,237171.42469871373
10213,358790.8245636766
2830,205957.83705230712
13907,120500.60940914131
15897,380373.63050079544
8311,183706.8421441653
14230,183706.8421441653
3878,205957.83705230712
13732,185395.21481696225
12110,183706.8421441653
10675,470562.2625687838
12946,120500.60940914131
16754,205957.83705230712
4394,275115.25035703887
16728,161727.65694598263
14378,292888.7554470294
9949,183706.8421441653
994,161727.65694598263
13258,161727.65694598263
5883,380373.63050079544
6933,463424.1164701921
13193,237171.42469871373
13286,183706.8421441653
13407,463424.1164701921
7512,120500.60940914131
7221,202835.07117069565
14428,144581.21644210996
1740,185395.21481696225
3,161727.65694598263
12952,205957.83705230712
11537,120500.60940914131
2558,143503.45682139834
14081,256714.90013525917
3517,183706.8421441653
7149,237171.42469871373
15777,120500.60940914131
8995,279986.0189889588
826,363043.2511218472
509,302684.59408080886
14875,324747.5705443315
6591,156584.047316814
11283,120500.60940914131
9897,249166.16098281517
14902,183706.8421441653
14291,183266.98150696163
3162,249166.16098281517
4206,185395.21481696225
11580,185395.21481696225
2007,219481.83983495765
14939,302684.59408080886
13572,200133.62546136597
10720,157163.59898345944
4253,334194.7657392979
